,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
504508,Organic Search,7805883212244771526,1,1523078977,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),14,12,339,google,organic
504516,Referral,7899464605281019770,2,1523044247,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,14,11,1360,(direct),(none)
504519,Direct,266296712862422564,2,1523032978,Macintosh,False,New York,New York NY,New York,(not set),14,14,450,(direct),(none)
504545,Referral,528457219140907006,12,1523048749,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),16,12,503,(direct),(none)
504548,Referral,2904329822175970539,36,1523032297,Macintosh,False,Texas,Austin TX,Austin,(not set),16,14,355,(direct),(none)
504550,Referral,1130074263869409579,7,1523052220,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,16,13,379,(direct),(none)
504555,Organic Search,8685408367355368539,1,1523030472,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,16,12,1465,google,organic
504558,Organic Search,0721459231773430143,1,1523027659,Windows,False,North Carolina,Raleigh-Durham (Fayetteville) NC,Raleigh,blencowe.com,17,15,1760,google,organic
504559,Direct,900952060143934918,2,1523023198,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,14,1525,(direct),(none)
504567,Organic Search,1056318530246542502,2,1523054254,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,15,272,google,organic
504571,Organic Search,8752519080572122571,1,1523033958,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),18,15,1594,google,organic
504583,Referral,7960831963929116059,6,1523034641,Macintosh,False,New York,New York NY,New York,(not set),19,19,478,(direct),(none)
504605,Referral,8552007812276407898,1,1523048186,Linux,False,New York,New York NY,New York,(not set),21,18,503,(direct),(none)
504607,Direct,2569779479750216096,3,1523045831,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),21,21,2157,(direct),(none)
504618,Direct,5101162549433918591,1,1523027777,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,22,18,476,(direct),(none)
504625,Referral,3165132917079538666,1,1523037280,Linux,False,Washington,Seattle-Tacoma WA,Kirkland,(not set),24,17,523,(direct),(none)
504646,Organic Search,1147201556980630373,3,1523039091,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),29,13,165,google,organic
504662,Direct,8294093944811697856,3,1523060010,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),37,33,876,(direct),(none)
504666,Organic Search,2692807024907581498,2,1523050679,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,41,28,642,google,organic
504674,Organic Search,1889914320497131621,1,1523045341,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),66,37,1022,google,organic
504678,Organic Search,2763542888874763061,1,1523035280,Windows,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),89,54,1757,google,organic
504679,Organic Search,6531118346052046443,1,1523029921,Macintosh,False,New York,New York NY,New York,(not set),92,57,1184,google,organic
507232,Direct,3724383329494779540,1,1500822297,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bellsouth.net,7,7,284,(direct),(none)
507343,Referral,8364082612050395902,4,1500871958,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),12,10,438,(direct),(none)
507359,Organic Search,4787370740481074044,2,1500875869,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),13,13,303,google,organic
507442,Direct,0546450430035162938,1,1500871732,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),22,19,1446,(direct),(none)
507445,Direct,0572135527461851083,1,1500795508,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),22,20,833,(direct),(none)
507462,Direct,0956108016718766611,1,1500857712,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,25,22,405,(direct),(none)
507467,Referral,1931723981901564088,1,1500876134,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),27,23,780,(direct),(none)
507492,Organic Search,2618807484848182971,6,1500869814,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),39,32,2379,google,organic
507494,Referral,5991536664355896877,3,1500855705,Chrome OS,False,New York,New York NY,New York,(not set),39,25,1468,(direct),(none)
507496,Referral,5952422370450576468,2,1500860215,Chrome OS,False,California,Los Angeles CA,Los Angeles,(not set),42,32,720,(direct),(none)
507497,Organic Search,7985347873719599013,1,1500837727,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,47,31,706,google,organic
507501,Organic Search,3123912150867532904,7,1500872304,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),51,43,1716,google,organic
507509,Organic Search,7303461177926085857,3,1500826999,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,videotron.ca,72,56,2497,google,organic
507510,Referral,4702607995709465702,2,1500860640,Macintosh,False,New York,New York NY,New York,rr.com,73,46,987,(direct),(none)
507512,Organic Search,953713676730854570,5,1500871409,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),96,37,1304,google,organic
510121,Organic Search,8049773876871004000,8,1473826116,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,9,9,312,google,organic
510273,Organic Search,6807510968686400169,2,1473788026,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),15,12,114,google,organic
510304,Direct,2447827715810849371,4,1473797164,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,17,17,469,(direct),(none)
510322,Direct,2074164338647079047,21,1473792585,Windows,False,Virginia,Roanoke-Lynchburg VA,Salem,comcastbusiness.net,18,14,245,(direct),(none)
510362,Referral,5400263759005531728,3,1473808983,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,cogentco.com,25,23,1394,(direct),(none)
510363,Referral,2309238113635199012,1,1473791731,Macintosh,False,New York,New York NY,New York,(not set),25,22,926,(direct),(none)
510369,Referral,6760732402251466726,24,1473792201,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),26,19,905,(direct),(none)
510376,Referral,4216847323898828897,3,1473804865,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),27,20,503,(direct),(none)
510379,Organic Search,9988700586657346958,1,1473830686,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),28,22,688,google,organic
510382,Direct,3564256947651906511,1,1473787907,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),28,21,523,(direct),(none)
510397,Organic Search,654122007935553683,6,1473785105,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),30,25,1045,google,organic
510407,Referral,0869725361322469597,4,1473788758,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),33,26,855,(direct),(none)
510412,Direct,5954999562906219668,7,1473792779,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),35,25,415,(direct),(none)
510437,Referral,8937539596290330126,8,1473804579,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),49,35,1178,(direct),(none)
510440,Referral,5341101778346286262,1,1473778507,Macintosh,False,New York,New York NY,New York,(not set),54,39,678,(direct),(none)
510443,Organic Search,4297151124311422842,6,1473785367,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,57,37,711,google,organic
510448,Organic Search,2785595904293222029,1,1473771485,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,62,44,686,google,organic
510450,Display,6453870986532490896,1,1473801936,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),63,47,799,dfa,cpm
510459,Direct,2287637838474850444,5,1473815616,Macintosh,False,(not set),(not set),Tunis,(not set),84,60,1367,(direct),(none)
510460,Direct,1070774421633587976,2,1473804398,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,86,66,4479,(direct),(none)
510461,Referral,0511729257667195605,3,1473797650,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),92,65,1572,(direct),(none)
512297,Referral,5843493310673425771,2,1482689467,Macintosh,False,Texas,San Antonio TX,San Antonio,rr.com,13,11,182,(direct),(none)
512299,Organic Search,4370268639929292773,3,1482686790,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,13,12,363,google,organic
512314,Organic Search,728804413269267006,7,1482721907,iOS,True,District of Columbia,Washington DC (Hagerstown MD),Washington,verizon.net,14,14,1965,google,organic
512322,Referral,7595424386639223686,1,1482679045,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,15,13,294,(direct),(none)
512340,Referral,969805579159280599,5,1482688776,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),18,15,1097,(direct),(none)
512348,Organic Search,7309503915118946070,5,1482705255,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),19,19,683,google,organic
512367,Organic Search,2061193526205671721,4,1482703268,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,mycingular.net,24,18,199,google,organic
512379,Referral,9409306998104220839,2,1482652823,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Santa Clara,(not set),31,25,840,(direct),(none)
512383,Organic Search,264141526022556434,3,1482726449,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,mycingular.net,37,33,951,google,organic
512388,Referral,2130970500799303391,5,1482705025,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),39,32,850,(direct),(none)
512389,Referral,4743363472657714234,2,1482726018,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,41,33,1664,(direct),(none)
512391,Referral,8269418639715927246,2,1482722329,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),43,32,833,(direct),(none)
512393,Referral,0063706256894298571,1,1482707645,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),44,19,916,(direct),(none)
512397,Referral,8527647041260806312,1,1482725355,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,uninet-ide.com.mx,48,37,1282,(direct),(none)
512398,Organic Search,0644443100947741701,1,1482680737,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),52,43,1051,yahoo,organic
512401,Referral,3831430428572616166,3,1482704263,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,suddenlink.net,79,55,4135,(direct),(none)
512403,Referral,3635169555851296946,1,1482701337,Macintosh,False,Ontario,(not set),Toronto,rogers.com,83,63,3074,(direct),(none)
512404,Organic Search,6990629568536689161,2,1482729424,iOS,True,New York,New York NY,New York,rcn.com,84,60,1004,google,organic
512683,Direct,3833221388791364439,1,1512201700,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,fusionbroadband.com,4,4,97,(direct),(none)
512883,Direct,6864686373644232804,1,1512236215,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,8,8,565,(direct),(none)
512912,Referral,2856067876155354020,5,1512239817,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),9,7,95,(direct),(none)
512954,Referral,5770572858131041935,2,1512259864,Macintosh,False,New York,New York NY,New York,rr.com,10,8,102,(direct),(none)
513046,Organic Search,5232499272530029940,2,1512241995,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,myvzw.com,15,13,1280,google,organic
