,totals_totalTransactionRevenue,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
124556,46980000.0,Organic Search,8685408367355368539,4,1523648201,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,16,12,297,google,organic
124564,70980000.0,Direct,0673563192297918892,2,1523649355,Chrome OS,False,New York,New York NY,New York,(not set),17,13,723,(direct),(none)
124573,75980000.0,Direct,9446516166559864841,1,1523619938,Chrome OS,False,Illinois,Chicago IL,Chicago,sbcglobal.net,18,14,697,(direct),(none)
124593,43380000.0,Referral,0901629341837469799,21,1523651889,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),20,14,188,(direct),(none)
124594,837200000.0,Referral,3586428669007971271,3,1523685064,Windows,False,California,San Francisco-Oakland-San Jose CA,Oakland,comcast.net,20,18,449,(direct),(none)
124595,21590000.0,Referral,6040250555215541544,5,1523644193,Linux,False,New York,New York NY,New York,(not set),20,20,677,(direct),(none)
124597,172960000.0,Direct,1557195007225885108,2,1523639479,Windows,False,Illinois,Chicago IL,Chicago,(not set),20,15,980,(direct),(none)
124599,35980000.0,Organic Search,7004409835477587595,1,1523650030,Android,True,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),20,14,357,google,organic
124606,100990000.0,Organic Search,7393619087761167437,3,1523652657,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,com,21,19,1542,google,organic
124608,147500000.0,Referral,0958756752279160848,8,1523640171,Chrome OS,False,Michigan,Detroit MI,Ann Arbor,(not set),22,16,213,(direct),(none)
124631,282890000.0,Organic Search,053741963359642434,1,1523628030,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),25,15,306,google,organic
124636,22990000.0,Direct,9952433126530035088,5,1523629704,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),26,26,280,(direct),(none)
124645,29470000.0,Organic Search,6365100504735879144,1,1523632053,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,wwt.com,29,23,461,google,organic
124664,50240000.0,Referral,4755141179713965960,11,1523624358,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),46,27,3261,(direct),(none)
124675,827680000.0,Referral,8180764734429661038,10,1523643163,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,100,36,1538,(direct),(none)
128266,66990000.0,Referral,6820200829240883942,10,1497713553,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,12,11,116,(direct),(none)
128281,21950000.0,Organic Search,543133542685191215,1,1497752780,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,13,12,418,(direct),(none)
128289,22990000.0,Organic Search,8155859003876028076,1,1497750718,Macintosh,False,New York,New York NY,New York,(not set),14,14,614,(direct),(none)
128302,11500000.0,Organic Search,9717690429113938490,2,1497733039,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,13,349,(direct),(none)
128303,38390000.0,Referral,6616892388883131353,3,1497745554,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,17,14,361,(direct),(none)
128305,18590000.0,Organic Search,8403870234646174771,1,1497710763,Macintosh,False,New York,New York NY,New York,(not set),18,16,966,(direct),(none)
128308,51790000.0,Referral,2805355288930230044,5,1497752264,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),18,15,1713,(direct),(none)
128319,47410000.0,Referral,2376144863648346076,2,1497764532,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,20,18,2103,(direct),(none)
128324,61940000.0,Organic Search,4712475837504946789,2,1497709418,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,21,19,927,(direct),(none)
128326,78460000.0,Referral,5438973470974624883,1,1497742145,Macintosh,False,Washington,Seattle-Tacoma WA,Redmond,unknown.unknown,22,21,1786,(direct),(none)
128338,25280000.0,Organic Search,9610282033684440542,1,1497734009,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),27,22,1183,(direct),(none)
128342,71430000.0,Referral,7697210138804043868,7,1497725812,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,30,19,850,(direct),(none)
128346,72950000.0,Referral,1401438949602297317,3,1497726713,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ubc.ca,31,27,1463,dealspotr.com,referral
128355,47810000.0,Referral,9801630253390309535,4,1497766462,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,San Jose,comcast.net,44,36,777,(direct),(none)
128358,1272190000.0,Organic Search,3948936105865802619,1,1497737383,Macintosh,False,New York,New York NY,New York,(not set),51,47,3385,(direct),(none)
128426,51990000.0,Referral,1118521916889248358,1,1517811310,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,comcast.net,8,6,131,(direct),(none)
128473,24990000.0,Organic Search,6382998579306437906,2,1517764167,Chrome OS,False,New York,New York NY,New York,verizon.net,11,11,139,google,organic
128506,21590000.0,Referral,0580367449651410843,7,1517790935,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,comcast.net,14,11,456,(direct),(none)
128533,50980000.0,Organic Search,6730351102426938888,1,1517767632,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,17,12,168,google,organic
128540,131900000.0,Paid Search,1588808431172014367,2,1517771101,Macintosh,False,Georgia,Atlanta GA,Atlanta,unknown.unknown,18,14,176,google,cpc
128572,9160000.0,Referral,0519508580354716114,2,1517809637,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,23,19,654,(direct),(none)
128579,45980000.0,Organic Search,6036811302146363062,1,1517761519,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,26,22,848,google,organic
128599,36980000.0,Organic Search,2845503489058266881,3,1517779765,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,34,28,1546,google,organic
128608,121180000.0,Referral,528491679821577985,3,1517785284,Macintosh,False,New York,New York NY,New York,(not set),46,30,683,(direct),(none)
128610,66880000.0,Organic Search,3381734708387388043,1,1517772041,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),51,35,971,google,organic
128615,312600000.0,Referral,4492666219887450210,3,1517793434,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),77,50,1285,(direct),(none)
132667,12980000.0,Direct,4267209767907289538,2,1481928497,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,8,8,165,(direct),(none)
132778,99980000.0,Referral,4298610228737693968,20,1481907875,Macintosh,False,New York,New York NY,New York,(not set),10,10,296,(direct),(none)
132872,10990000.0,Direct,9020293433767026152,1,1481928888,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,13,13,310,(direct),(none)
132881,23990000.0,Paid Search,160575523826516091,2,1481930505,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),14,12,160,(direct),(none)
132892,75580000.0,Referral,1912171696404614362,2,1481919206,Macintosh,False,New York,New York NY,New York,(not set),14,14,371,(direct),(none)
132896,8990000.0,Direct,0742975179867188393,1,1481931251,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,14,14,855,(direct),(none)
132897,9980000.0,Direct,8771657580630576008,1,1481944193,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,14,14,272,(direct),(none)
132908,23190000.0,Referral,7834618145872510794,2,1481918910,Linux,False,New York,New York NY,New York,(not set),15,13,407,(direct),(none)
132914,24190000.0,Referral,2432203658822493030,5,1481921913,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,13,793,(direct),(none)
132933,47990000.0,Paid Search,4233876642049714828,1,1481935757,Macintosh,False,Colorado,Denver CO,Boulder,comcast.net,16,14,401,(direct),(none)
132941,20980000.0,Direct,1827094194524010860,1,1481928559,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),16,16,692,(direct),(none)
132964,19980000.0,Referral,0102127042498450827,2,1481913181,Linux,False,Pennsylvania,Pittsburgh PA,Pittsburgh,(not set),17,16,479,(direct),(none)
132976,88990000.0,Referral,7281719665961519039,6,1481877720,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,18,14,973,(direct),(none)
132977,15990000.0,Organic Search,647109355709882719,1,1481933457,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),18,16,322,(direct),(none)
132985,40000000.0,Paid Search,3191023303780419966,5,1481919079,Android,True,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,19,17,620,(direct),(none)
132992,10980000.0,Direct,32658239211545930,1,1481934366,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),19,19,985,(direct),(none)
132994,23990000.0,Direct,9117420367534778573,2,1481902616,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,19,17,405,(direct),(none)
132998,12980000.0,Direct,9313739311793455748,1,1481927126,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,20,16,287,(direct),(none)
133001,16190000.0,Referral,9076855423971870982,1,1481918018,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),20,17,519,(direct),(none)
133003,50980000.0,Referral,0774541134631990830,1,1481900268,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Mateo,(not set),20,18,560,(direct),(none)
133014,63990000.0,Referral,8635032301713979066,2,1481899908,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,21,16,552,(direct),(none)
133016,27990000.0,Organic Search,1334008915798864953,1,1481901060,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),21,19,397,(direct),(none)
133032,24990000.0,Organic Search,9408687249095650177,2,1481900007,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),23,20,800,(direct),(none)
133047,96990000.0,Referral,3271602591909428154,4,1481944598,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),24,21,820,(direct),(none)
133049,3200000.0,Referral,9478017318518077381,2,1481927721,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Fremont,(not set),24,22,491,(direct),(none)
133051,28900000.0,Referral,7632396110260336309,6,1481915771,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),24,18,408,(direct),(none)
133053,111780000.0,Referral,282580967786243960,2,1481906867,Windows,False,Illinois,Chicago IL,Chicago,(not set),25,19,458,(direct),(none)
133062,52990000.0,Referral,8437936763415718280,2,1481936362,Macintosh,False,Illinois,Chicago IL,Chicago,rr.com,26,22,1007,(direct),(none)
133065,72940000.0,Direct,0103488992784926412,3,1481907276,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Fremont,comcast.net,26,24,647,(direct),(none)
133068,50980000.0,Organic Search,1704026974933419709,2,1481906904,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,27,22,500,(direct),(none)
133070,66590000.0,Direct,4391405793651473419,3,1481925157,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),27,23,968,(direct),(none)
133072,68990000.0,Referral,4771214490771394294,1,1481937845,Macintosh,False,Massachusetts,Boston MA-Manchester NH,Boston,(not set),27,21,492,(direct),(none)
133075,148970000.0,Paid Search,9000097709332736093,2,1481935231,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),27,22,741,(direct),(none)
133078,99600000.0,Referral,1754913906837979962,2,1481930550,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),28,21,522,(direct),(none)
133082,32780000.0,Referral,6296278045589071160,3,1481927189,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),29,23,627,(direct),(none)
133086,32380000.0,Referral,3151287811920286520,2,1481911522,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),29,24,642,(direct),(none)
133090,30990000.0,Referral,3682115393898564983,3,1481924716,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),30,24,604,(direct),(none)
133093,18990000.0,Organic Search,6988456629622921225,4,1481925863,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,30,28,1488,(direct),(none)
133100,15470000.0,Organic Search,005339642194263188,14,1481910399,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,gene.com,32,24,350,(direct),(none)
133104,25910000.0,Direct,9632311716719827389,1,1481928562,Windows,False,Washington,Seattle-Tacoma WA,Seattle,unknown.unknown,33,27,1729,(direct),(none)
