Make,Model,Year,Variant,Kms,Price,Doors,Kind,Location
Volkswagen,Vento,2013,2.5 Luxury 170cv,55000,350000,4.0,Sedán,Capital Federal
Volkswagen,Amarok,2014,2.0 Cd Tdi 4x4 Highline Pack At C34,115000,650000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Focus III,2016,2.0 Sedan Se Plus At6,19900,595000,4.0,Sedán,Córdoba
Ford,Ecosport,2013,1.5 Se Tdci 90cv 4x2,53000,12000,5.0,SUV,Mendoza
Volkswagen,Up!,2015,1.0 Move Up! 75cv,45000,225000,3.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2017,1.6 S Plus 120cv,17000,395000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Saveiro,2016,1.6 Gp Cd 101cv Pack High,50000,345000,2.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Vento,2014,2.0 Sportline Tsi 200cv Bi-xenon,85000,495000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2013,1.6 Pack I 101cv 3p,32000,220000,3.0,Hatchback,Capital Federal
Ford,Ranger,2011,3.0 Cd Xl Plus 4x2,120000,330000,2.0,Pick-Up,Buenos Aires Interior
Ford,Ka,2011,1.0 Fly Viral 63cv,75000,160000,3.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,32000,345000,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 Se 120cv,25000,340000,5.0,Hatchback,Bs.as. Costa Atlántica
Ford,Focus III,2015,1.6 S,43000,349800,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Mustang,2017,5.0 Gt 421cv,14000,65000,2.0,Coupé,Tucumán
Volkswagen,Gol Trend,2012,1.6 Pack Iii 101cv,57000,200000,5.0,Hatchback,Bs.as. Costa Atlántica
Ford,Ranger,2018,2.2 Cd Xl Tdci 125cv 4x2,11000,620000,2.0,Pick-Up,Bs.as. G.b.a. Sur
Ford,Focus III,2015,2.0 Se Plus Mt,39000,405000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Bora,2011,2.0 Trendline 115cv Tiptronic,60000,204500,4.0,Sedán,Córdoba
Volkswagen,Bora,2011,2.0 Trendline 115cv,103000,223000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Ka,2012,1.6 Fly Viral 95cv,70000,165000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2017,1.6 Se 120cv,18100,443000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,The Beetle,2015,1.4 Tsi Design,18500,550000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Bora,2011,1.8 Highline T 180cv Cuero,90000,259990,4.0,Sedán,Capital Federal
Mercedes Benz,Clase GLA,2016,1.6 Gla250 Amg-line 211cv,35000,50500,5.0,SUV,Capital Federal
Ford,Ecosport,2013,1.6 Se 110cv 4x2,60000,349900,5.0,SUV,Córdoba
Ford,Fiesta Kinetic Design,2014,1.6 Se Plus 120cv,56000,345000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Up!,2015,1.0 Black Up! 75cv,34700,257800,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ka,2012,1.0 Fly Viral 63cv,102000,165000,3.0,Hatchback,Buenos Aires Interior
Ford,Focus II,2013,1.6 Trend Sigma,89000,225000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,CC,2013,2.0 Luxury Tsi 211cv,70000,449000,4.0,Sedán,Capital Federal
Mercedes Benz,Sprinter,2015,2.1 415 Furgon 3665 Te V2 Aa,74000,880000,2.0,Furgón,Bs.as. G.b.a. Sur
Ford,Kuga,2012,2.5 Titanium At 4x4 L (ku05),93000,460000,5.0,SUV,Bs.as. G.b.a. Norte
Volkswagen,Vento,2011,2.5 Luxury 170cv,108000,295000,4.0,Sedán,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2016,1.6 Trendline 101cv,38500,280000,5.0,Hatchback,Buenos Aires Interior
Honda,Civic,2011,1.8 Lxs Mt,112702,270000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Suran,2011,1.6 Highline 101cv 11c,70000,198000,5.0,Monovolumen,Córdoba
Ford,Ranger,2012,2.3 Cd Xl Plus 4x2,105000,340000,2.0,Pick-Up,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,110000,188000,5.0,Hatchback,Córdoba
Ford,Ecosport,2013,1.6 Se 110cv 4x2,92000,335000,5.0,SUV,Bs.as. G.b.a. Oeste
Ford,Ecosport,2013,1.6 Se 110cv 4x2,46000,325000,5.0,SUV,Capital Federal
Ford,Ecosport,2012,1.6 My10 Xls 4x2,96000,218000,5.0,SUV,Córdoba
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,129000,160000,5.0,Hatchback,San Luis
Volkswagen,Fox,2016,1.6 Trendline,35688,339000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Passat,2012,1.8 Confort Tsi 160cv Dsg,95000,350000,4.0,Sedán,Capital Federal
Ford,Kuga,2013,2.5 Trend Mt 4x4 (ku01/ku04),77500,400000,5.0,SUV,Capital Federal
Ford,Ranger,2015,3.2 Cd 4x2 Xls Tdci 200cv,113000,550000,4.0,Pick-Up,Bs.as. Costa Atlántica
Volkswagen,Golf,2016,1.6 Trendline,44000,524000,5.0,Hatchback,Capital Federal
Volkswagen,Suran,2016,1.6 Trendline,23000,372500,5.0,Monovolumen,Capital Federal
Honda,HR-V,2017,1.8 Ex-l 2wd Cvt,30000,820000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2015,1.6 Pack I 101cv,77000,220000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Bora,2011,1.8 Highline T 180cv,139000,255000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2012,2.0 Cd Tdi 4x4 Highline Pack C34,170000,610000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Gol,2013,1.4 Power Ps+ac 83cv,69000,155000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Crossfox,2013,1.6 Highline Cuero,90000,290000,5.0,Hatchback,Capital Federal
Ford,Ecosport,2015,2.0 Titanium Powershift 4x2 Dps6,20000,400000,5.0,SUV,Salta
Volkswagen,Gol Country,2012,1.4 Power (aa+dh) 83cv,50000,175000,5.0,Rural,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2011,1.4 Power Ps+ac 83cv,55000,149900,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2012,1.6 Trendline 11b,90000,198000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Volkswagen,Voyage,2012,1.6 Comfortline 101cv,94000,180000,4.0,Sedán,Buenos Aires Interior
Ford,Kuga,2013,2.5 Trend Mt 4x4 (ku01/ku04),70000,360000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Fox,2013,1.6 Highline,64000,275000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2012,1.6 101cv,82500,170000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Vento,2011,2.0 T Fsi Elegance Dsg,96000,360000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Suran,2012,1.6 Comfortline 101cv 11a,140000,190000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Ford,Ranger,2015,3.2 Cd 4x4 Limited Tdci 200cv At,80000,800000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Honda,CR-V,2011,2.4 Ex At 4wd (mexico),160000,520000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2014,1.6 Pack Ii 101cv,47000,240000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Vento,2013,2.5 Luxury 170cv Tiptronic,80000,325000,4.0,Sedán,Santa Fe
Ford,Ecosport,2015,1.6 S 110cv 4x2,34100,350000,5.0,SUV,Capital Federal
Ford,Focus III,2017,2.0 Se,27000,585000,5.0,Hatchback,Córdoba
Ford,Ecosport,2015,1.6 Se 110cv 4x2,17900,399000,5.0,SUV,Capital Federal
Honda,City,2011,1.5 Ex-l At 120cv,131000,290000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Voyage,2013,1.6 Comfortline 101cv,44500,220000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Suran,2013,1.6 Trendline,58000,279000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Ford,Ecosport,2012,1.6 My10 Xls 4x2,37500,275000,5.0,SUV,Bs.as. G.b.a. Oeste
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x4 Trendline B34,100000,650000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Honda,Accord,2011,2.4 Ex-l At G8,130000,355000,4.0,Sedán,Buenos Aires Interior
Ford,Focus II,2011,2.0 Trend Plus,120000,205000,5.0,Hatchback,Córdoba
Ford,Focus III,2014,2.0 Sedan Titanium Mt,69000,355000,4.0,Sedán,Capital Federal
Volkswagen,Vento,2012,2.5 Luxury 170cv Tiptronic,113000,360000,4.0,Sedán,Córdoba
Ford,Ecosport,2013,1.6 Titanium 110cv 4x2,60000,290000,5.0,SUV,Bs.as. G.b.a. Norte
Volkswagen,Suran,2012,1.6 Trendline 11b,102000,210000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Ford,Ka,2013,1.6 Fly Viral 95cv,56000,166000,3.0,Hatchback,Capital Federal
Ford,Focus III,2016,2.0 Se,42000,392000,5.0,Hatchback,Capital Federal
Mercedes Benz,Sprinter,2013,2.1 415 Chasis 3665 150 Cv,180000,780000,2.0,Pick-Up,Santa Fe
Honda,City,2012,1.5 Lx Mt 120cv,79200,250000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv,160000,650000,4.0,Pick-Up,Buenos Aires Interior
Volkswagen,Golf,2017,1.4 Comfortline Tsi,13000,630000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Suran,2012,1.6 Highline 11d Cuero,62000,270000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Volkswagen,Vento,2012,2.5 Luxury 170cv Tiptronic,112000,420000,4.0,Sedán,Buenos Aires Interior
Volkswagen,Bora,2011,1.8 Highline T Tiptronic Cuero,90000,300000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Ecosport,2015,1.6 Se 110cv 4x2,29500,435000,5.0,SUV,Buenos Aires Interior
Volkswagen,Bora,2011,1.8 Highline T 180cv,84000,250000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Vento,2011,2.0 Advance I 110cv,130000,370000,4.0,Sedán,Buenos Aires Interior
Ford,Ranger,2016,2.2 Cd 4x4 Xl Safety Tdci 125cv,15000,720000,2.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2011,1.6 I Power 701,90000,155000,3.0,Hatchback,Bs.as. Costa Atlántica
Volkswagen,Gol Trend,2012,1.6 Pack Iii 101cv I-motion,115000,190000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Golf,2017,1.4 Comfortline Tsi,26000,709000,5.0,Hatchback,Capital Federal
Ford,Focus II,2013,2.0 Ghia At,80000,290000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Gol,2012,1.4 Power 83cv,83000,139000,3.0,Hatchback,Capital Federal
Ford,Ecosport,2013,2.0 Se 143cv 4x2,60000,283000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Crossfox,2012,1.6 Trendline,50000,245000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2011,1.6 My10 Xl Plus Mp3 4x2,100000,185000,5.0,SUV,Bs.as. G.b.a. Oeste
Honda,Civic,2012,1.8 Lxs Mt 140cv,70000,325000,4.0,Sedán,Córdoba
Volkswagen,Voyage,2011,1.6 Comfortline Plus 101cv,73000,179000,4.0,Sedán,San Luis
Volkswagen,Suran,2013,1.6 Comfortline 101cv,90000,195000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Volkswagen,Vento,2016,2.5 Advance Plus 170cv Tiptronic,11950,500000,4.0,Sedán,Río Negro
Honda,Fit,2012,1.4 Lx-l At 100cv l12,74800,320000,5.0,Hatchback,Capital Federal
Volkswagen,Fox,2011,1.6 Trendline,128000,179000,5.0,Hatchback,Capital Federal
Honda,City,2014,1.5 Ex-l At 120cv,59256,310000,4.0,Sedán,Capital Federal
Ford,Fiesta Kinetic Design,2014,1.6 S 120cv,60000,290000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2011,1.6 Pack Iii 101cv,95376,167000,5.0,Hatchback,Córdoba
Ford,Ecosport,2015,1.6 S 110cv 4x2,38000,360000,5.0,SUV,Buenos Aires Interior
Volkswagen,Amarok,2011,2.0 Cd Tdi 4x4 Highline Pack 1hp,89000,550000,4.0,Pick-Up,Mendoza
Volkswagen,Vento,2012,2.5 Luxury 170cv,103000,320000,4.0,Sedán,Capital Federal
Ford,Kuga,2011,2.5 Trend Mt 4x4 (ku01/ku04),100000,360000,5.0,SUV,Córdoba
Volkswagen,Golf Variant,2015,1.4 Highline Tsi Dsg,60000,545000,5.0,Rural,Bs.as. G.b.a. Norte
Ford,Focus III,2016,2.0 Sedan Titanium Mt,60000,580000,4.0,Sedán,Buenos Aires Interior
Volkswagen,Scirocco,2012,1.4 Tsi 160cv,67000,610000,2.0,Coupé,Bs.as. G.b.a. Oeste
Volkswagen,Scirocco,2012,2.0 Tsi 211cv,77000,760000,2.0,Coupé,Bs.as. G.b.a. Oeste
Volkswagen,Amarok,2011,2.0 Cd Tdi 4x4 Highline Black Bh0,124000,430000,4.0,Pick-Up,Capital Federal
Volkswagen,Gol Trend,2015,1.6 Pack Ii 101cv 3p,48200,211000,3.0,Hatchback,Capital Federal
Ford,Focus II,2011,1.6 Trend Sigma,88000,224900,5.0,Hatchback,Capital Federal
Ford,Mustang,2018,5.0 Gt 421cv,7000,2350000,2.0,Coupé,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2012,2.0 Cd Tdi 122cv 4x2 Startline S22,100000,420000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Ranger,2013,3.2 Cd 4x4 Xlt Tdci 200cv,70000,650000,4.0,Pick-Up,Capital Federal
Volkswagen,Amarok,2011,2.0 Cd Tdi 122cv 4x4 Startline St9,149500,460000,4.0,Pick-Up,Mendoza
Ford,Ecosport,2014,1.6 Freestyle 110cv 4x2,70000,340000,5.0,SUV,Capital Federal
Volkswagen,Suran,2017,1.6 Trendline,19300,418000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2017,1.6 Se 120cv,11000,399000,5.0,Hatchback,Capital Federal
Volkswagen,Bora,2013,2.0 Trendline 115cv,40000,250000,4.0,Sedán,Bs.as. G.b.a. Norte
Mercedes Benz,Clase SLK,2014,3.0 Slk350 Cgi B.efficiency At,16000,78000,2.0,Cabriolet,Bs.as. G.b.a. Oeste
Ford,Ecosport,2014,1.6 Se 110cv 4x2,41000,375000,5.0,SUV,Córdoba
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,65000,260000,5.0,Hatchback,Córdoba
Ford,Focus II,2014,1.6 Style Sigma,49000,289000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2014,1.6 Se Plus 120cv,61000,350000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Fox,2011,1.6 Comfortline Pack,67200,190000,5.0,Hatchback,Capital Federal
Ford,Ecosport,2013,2.0 Titanium 143cv 4x2,73000,355000,5.0,SUV,Córdoba
Ford,Focus III,2016,2.0 Se Plus Mt,34300,510000,5.0,Hatchback,Mendoza
Mercedes Benz,Clase A,2013,1.6 A 200 At Urban B.efficiency 156cv,60000,670000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Saveiro,2014,1.6 Gp Ce 101cv Pack Electr.+seg.,80000,300000,2.0,Pick-Up,Bs.as. Costa Atlántica
Ford,Ecosport,2014,1.6 Se 110cv 4x2,82000,335000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ranger,2013,3.2 Cd 4x2 Xlt Tdci 200cv,75000,550000,4.0,Pick-Up,Santa Fe
Volkswagen,Passat,2015,2.0 Advance Tsi 211cv,85000,460000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,90000,188000,5.0,Hatchback,Bs.as. Costa Atlántica
Ford,Ecosport,2013,2.0 Titanium 143cv 4x2,47000,325000,5.0,SUV,Bs.as. G.b.a. Oeste
Ford,Ranger,2013,2.2 Cd 4x2 Xl Safety Tdci 125cv,155000,395000,2.0,Pick-Up,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2012,1.6 Pack I Plus 101cv,98500,175000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Saveiro,2014,1.6 Ce 101cv Pack Electr. + Seg.,40000,315000,2.0,Pick-Up,Córdoba
Ford,Ecosport,2012,1.6 My10 Xls 4x2,115000,200000,5.0,SUV,Córdoba
Ford,Focus III,2015,1.6 S,39500,370000,5.0,Hatchback,Capital Federal
Volkswagen,Voyage,2012,1.6 Comfortline 101cv,84000,210000,4.0,Sedán,Capital Federal
Volkswagen,Suran,2016,1.6 Trendline,24000,325000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,99000,270000,5.0,Hatchback,Córdoba
Volkswagen,Fox,2012,1.6 Trendline,80000,240000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Gol Trend,2013,1.6 Pack Iii 101cv,50000,230000,5.0,Hatchback,Capital Federal
Volkswagen,Amarok,2017,2.0 Cd Tdi 140cv Trendline,10200,798000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Mercedes Benz,Clase GLK,2014,3.5 Glk300 4matic 247cv At,54000,830000,5.0,SUV,Chaco
Volkswagen,Gol Trend,2012,1.6 101cv,104000,172800,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2015,1.6 Comfortline 101cv,47000,300000,5.0,Monovolumen,Bs.as. Costa Atlántica
Ford,Ecosport,2015,1.6 Freestyle 110cv 4x2,68500,405000,5.0,SUV,Capital Federal
Volkswagen,Suran,2017,1.6 Trendline,29000,399900,5.0,Monovolumen,Capital Federal
Volkswagen,Gol,2011,1.4 Power 83cv,120000,138000,3.0,Hatchback,Buenos Aires Interior
Ford,Fiesta Kinetic Design,2014,1.6 Design 120cv Trend,38500,370000,5.0,Hatchback,Mendoza
Ford,Ka,2011,1.6 Pulse Top 95cv,100000,140000,3.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Scirocco,2012,1.4 Tsi 160cv Dsg,80000,620000,2.0,Coupé,Córdoba
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,56000,170000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2012,1.6 Highline 101cv 11c,62000,259900,5.0,Monovolumen,Capital Federal
Volkswagen,Vento,2013,2.5 Luxury 170cv,91600,310000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Ecosport,2013,1.6 Freestyle 110cv 4x2,81000,340000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,90000,255000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Gol Trend,2017,1.6 Trendline 101cv,18200,290000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2015,1.6 S 110cv 4x2,24000,375000,5.0,SUV,Buenos Aires Interior
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,67000,295000,5.0,Hatchback,Santa Fe
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,90186,220000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Vento,2011,2.0 Sportline Tsi 200cv,124000,400000,4.0,Sedán,Santa Fe
Volkswagen,Vento,2013,2.0 Sportline Tsi 200cv Dgs,60000,510000,4.0,Sedán,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2011,1.4 Power 83cv,83000,152000,3.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,80000,265000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Passat,2012,2.0 Luxury Tsi 211cv,79958,460000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Ecosport,2015,1.6 Se 110cv 4x2,48700,395000,5.0,SUV,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,115000,170000,5.0,Hatchback,Santa Fe
Volkswagen,Gol Country,2012,1.4 Power (aa+dh) 83cv,103000,185000,5.0,Rural,Bs.as. G.b.a. Oeste
Honda,Fit,2011,1.4 Lx-l Mt 100cv,92000,235000,5.0,Hatchback,Corrientes
Ford,Mondeo,2017,2.0 Se Ecoboost At 240cv,16833,912000,4.0,Sedán,Bs.as. Costa Atlántica
Volkswagen,Bora,2012,1.8 Highline T 180cv,50000,300000,4.0,Sedán,Santa Fe
Volkswagen,Voyage,2012,1.6 Highline 101cv,89000,229000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Ecosport,2014,1.6 Titanium 110cv 4x2,86000,440000,5.0,SUV,Córdoba
Volkswagen,Vento,2013,2.0 Sportline Tsi 200cv Dgs,63000,420000,4.0,Sedán,Córdoba
Volkswagen,Voyage,2017,1.6 Trenline 101cv,28000,270000,4.0,Sedán,Santa Fe
Volkswagen,Gol,2012,1.4 Power 83cv,136000,150000,3.0,Hatchback,Córdoba
Volkswagen,Saveiro,2016,1.6 Gp Cd 101cv Power,85000,380000,2.0,Pick-Up,Córdoba
Ford,Focus III,2016,1.6 S,20000,365000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Honda,Civic,2012,1.8 Lxs Mt 140cv,72000,295000,4.0,Sedán,Buenos Aires Interior
Volkswagen,Up!,2014,1.0 Move Up! 75cv,49000,220000,3.0,Hatchback,Capital Federal
Volkswagen,Gol Trend,2015,1.6 Pack I 101cv 3p,55000,195000,3.0,Hatchback,Bs.as. G.b.a. Sur
Mercedes Benz,Vito,2017,1.6 111 Cdi Furgon Mixto Aa 114cv,10000,810000,2.0,Furgón,Bs.as. G.b.a. Norte
Ford,Ranger,2012,2.2 Cd 4x2 Xl Safety Tdci 125cv,113000,440000,2.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Crossfox,2012,1.6 Comfortline,87600,220000,5.0,Hatchback,Córdoba
Volkswagen,Polo,2016,1.6 Comfortline Tiptronic,33000,323000,4.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2015,1.6 Pack I 101cv,49000,247000,5.0,Hatchback,Buenos Aires Interior
Ford,Ecosport,2011,2.0 My10 Xlt Plus 4x2,154017,245000,5.0,SUV,Bs.as. G.b.a. Oeste
Ford,Ecosport,2014,1.5 Se Tdci 90cv 4x2,70000,340000,5.0,SUV,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,42000,340000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2012,1.6 Comfortline 101cv 11a,89200,187000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Ford,Ecosport,2013,1.6 Titanium 110cv 4x2,68500,350000,5.0,SUV,Capital Federal
Ford,Fiesta Kinetic Design,2013,1.6 Sedan Titanium 120cv,60000,255000,4.0,Sedán,Bs.as. G.b.a. Oeste
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x2 Highline C33,32000,550000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2012,1.6 Pack I 101cv,112000,160000,5.0,Hatchback,Córdoba
Volkswagen,Polo,2017,1.6 Comfortline,9255,345000,4.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2015,1.6 Se 120cv,13000,359500,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,100000,155000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2016,1.6 Se 120cv,62000,330000,5.0,Hatchback,Santa Fe
Volkswagen,Polo,2017,1.6 Comfortline,28000,385000,4.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2015,1.6 Pack I 101cv 3p,26000,245000,3.0,Hatchback,Bs.as. G.b.a. Norte
Honda,CR-V,2011,2.4 Lx At 4wd,159011,490000,5.0,SUV,Córdoba
Honda,Civic,2012,1.8 Lxs Mt,78900,369000,4.0,Sedán,Capital Federal
Ford,Focus III,2014,2.0 Sedan Titanium At6,60000,435000,4.0,Sedán,Capital Federal
Volkswagen,Voyage,2012,1.6 Comfortline 101cv,86600,220000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Focus III,2013,2.0 Sedan Titanium Mt,80050,400000,4.0,Sedán,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2014,1.6 Pack I 101cv 3p,87000,220000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Honda,Fit,2011,1.4 Lx-l Mt 100cv,70100,269900,5.0,Hatchback,Capital Federal
Volkswagen,Fox,2012,1.6 Trendline,115000,215000,5.0,Hatchback,Córdoba
Ford,Focus III,2015,2.0 Se Plus Mt,49000,395000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Voyage,2013,1.6 Comfortline 101cv,93000,210000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,78000,170000,5.0,Hatchback,Mendoza
Volkswagen,Voyage,2016,1.6 Highline 101cv,43000,300000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2012,1.6 Pack Iii 101cv,120000,209900,5.0,Hatchback,Capital Federal
Volkswagen,Suran,2014,1.6 Limited Edition,93000,235000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Ford,Focus II,2012,1.6 Style Sigma,132000,210000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2011,1.6 My10 Xls 4x2,98500,195000,5.0,SUV,Bs.as. G.b.a. Sur
Honda,CR-V,2011,2.4 Lx At 2wd (mexico),130000,350000,5.0,SUV,Córdoba
Ford,Ecosport,2011,2.0 My10 Xls 4x2,91000,240000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2014,1.6 Pack I 101cv 3p,58000,189500,3.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Golf,2016,1.4 Comfortline Tsi Dsg,35600,725000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Fox,2013,1.6 Confortline Pack,77000,210000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Gol,2013,1.4 Power 83cv 3 p,45000,170000,3.0,Hatchback,Santa Fe
Ford,Ranger,2013,3.2 Cd 4x2 Xlt Tdci 200cv,70000,630000,4.0,Pick-Up,Buenos Aires Interior
Volkswagen,Vento,2011,1.9 I Luxury,125000,310000,4.0,Sedán,Neuquén
Volkswagen,Passat,2012,2.0 Luxury Tsi 211cv,108000,440000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,83000,215000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Vento,2012,2.0 Sportline Tsi 200cv Dgs,98000,399000,4.0,Sedán,Buenos Aires Interior
